,date,HH,hab,district,location,device_type,variable,mean_of_medians,qa_flag,da_flag
54963,2022-09-16,03078D,PLN,NP,Outdoor,Atmos,temp,32.385416666666664,0.0,0.0
54968,2022-09-16,04012D,NNG,NP,Outdoor,Atmos,pm2.5,14.0,0.0,0.0
54970,2022-09-16,04012D,NNG,NP,Outdoor,Atmos,rh,70.13958333333333,0.0,0.0
54971,2022-09-16,04012D,NNG,NP,Outdoor,Atmos,temp,33.15208333333334,0.0,0.0
54976,2022-09-16,04015D,NNG,NP,Outdoor,Atmos,pm2.5,18.375,0.0,0.0
54978,2022-09-16,04015D,NNG,NP,Outdoor,Atmos,rh,63.68333333333334,0.0,0.0
54979,2022-09-16,04015D,NNG,NP,Outdoor,Atmos,temp,34.31875,0.0,0.0
54984,2022-09-16,04016D,NNG,NP,Outdoor,Atmos,pm2.5,20.979166666666668,0.0,0.0
54986,2022-09-16,04016D,NNG,NP,Outdoor,Atmos,rh,64.56458333333335,0.0,0.0
54987,2022-09-16,04016D,NNG,NP,Outdoor,Atmos,temp,34.47708333333333,0.0,0.0
54992,2022-09-16,04026D,NNG,NP,Outdoor,Atmos,pm2.5,17.916666666666668,0.0,0.0
54994,2022-09-16,04026D,NNG,NP,Outdoor,Atmos,rh,65.20791666666668,0.0,0.0
54995,2022-09-16,04026D,NNG,NP,Outdoor,Atmos,temp,34.13666666666667,0.0,0.0
55000,2022-09-16,04040D,NNG,NP,Outdoor,Atmos,pm2.5,17.729166666666668,0.0,0.0
55002,2022-09-16,04040D,NNG,NP,Outdoor,Atmos,rh,64.30625,0.0,0.0
55003,2022-09-16,04040D,NNG,NP,Outdoor,Atmos,temp,33.862500000000004,0.0,0.0
55008,2022-09-16,04050D,NNG,NP,Outdoor,Atmos,pm2.5,14.958333333333334,0.0,0.0
55010,2022-09-16,04050D,NNG,NP,Outdoor,Atmos,rh,67.63250000000001,0.0,0.0
55011,2022-09-16,04050D,NNG,NP,Outdoor,Atmos,temp,33.297916666666666,0.0,0.0
55016,2022-09-16,04051D,NNG,NP,Outdoor,Atmos,pm2.5,25.041666666666668,0.0,0.0
55018,2022-09-16,04051D,NNG,NP,Outdoor,Atmos,rh,63.51666666666667,0.0,0.0
55019,2022-09-16,04051D,NNG,NP,Outdoor,Atmos,temp,34.21333333333333,0.0,0.0
55024,2022-09-16,04070D,NNG,NP,Outdoor,Atmos,pm2.5,15.270833333333334,0.0,0.0
55026,2022-09-16,04070D,NNG,NP,Outdoor,Atmos,rh,69.30208333333333,0.0,0.0
55027,2022-09-16,04070D,NNG,NP,Outdoor,Atmos,temp,33.208333333333336,0.0,0.0
55032,2022-09-16,05005D,KLK,NP,Outdoor,Atmos,pm2.5,14.010416666666666,0.0,0.0
55038,2022-09-16,05011D,KLK,NP,Outdoor,Atmos,pm2.5,17.083333333333332,0.0,0.0
55040,2022-09-16,05011D,KLK,NP,Outdoor,Atmos,temp,32.09583333333334,0.0,0.0
55045,2022-09-16,05019D,KLK,NP,Outdoor,Atmos,pm2.5,19.354166666666668,0.0,0.0
55047,2022-09-16,05019D,KLK,NP,Outdoor,Atmos,rh,67.76041666666667,0.0,0.0
55048,2022-09-16,05019D,KLK,NP,Outdoor,Atmos,temp,32.854166666666664,0.0,0.0
55053,2022-09-16,05022D,KLK,NP,Outdoor,Atmos,pm2.5,10.145833333333334,0.0,0.0
55055,2022-09-16,05022D,KLK,NP,Outdoor,Atmos,rh,66.47291666666668,0.0,0.0
55056,2022-09-16,05022D,KLK,NP,Outdoor,Atmos,temp,33.85,0.0,0.0
55061,2022-09-16,05024D,KLK,NP,Outdoor,Atmos,pm2.5,18.833333333333332,0.0,0.0
55063,2022-09-16,05024D,KLK,NP,Outdoor,Atmos,rh,69.75208333333335,0.0,0.0
55064,2022-09-16,05024D,KLK,NP,Outdoor,Atmos,temp,32.59791666666667,0.0,0.0
55067,2022-09-16,05041D,KLK,NP,Outdoor,Atmos,rh,63.40625,0.0,2.0
55068,2022-09-16,05041D,KLK,NP,Outdoor,Atmos,temp,34.010416666666664,0.0,2.0
55073,2022-09-16,05043D,KLK,NP,Outdoor,Atmos,pm2.5,17.770833333333332,0.0,0.0
55075,2022-09-16,05043D,KLK,NP,Outdoor,Atmos,rh,65.56666666666668,0.0,0.0
55076,2022-09-16,05043D,KLK,NP,Outdoor,Atmos,temp,33.6875,0.0,0.0
55081,2022-09-16,05053D,KLK,NP,Outdoor,Atmos,pm2.5,7.854166666666667,0.0,0.0
55087,2022-09-16,05057D,KLK,NP,Outdoor,Atmos,pm2.5,14.270833333333334,0.0,1.0
55089,2022-09-16,05057D,KLK,NP,Outdoor,Atmos,rh,69.01666666666667,0.0,1.0
55090,2022-09-16,05057D,KLK,NP,Outdoor,Atmos,temp,32.475,0.0,1.0
55096,2022-09-16,11010D,MLK,KK,Outdoor,Aerogram,pm2.5,7.8,0.0,0.0
55098,2022-09-16,11010D,MLK,KK,Outdoor,Aerogram,rh,40.901607399999996,0.0,0.0
55099,2022-09-16,11010D,MLK,KK,Outdoor,Aerogram,temp,37.943828133333334,0.0,0.0
55104,2022-09-16,11011D,MLK,KK,Outdoor,Aerogram,pm2.5,10.125,3.0,0.0
55106,2022-09-16,11011D,MLK,KK,Outdoor,Aerogram,rh,53.090543375,0.0,0.0
55107,2022-09-16,11011D,MLK,KK,Outdoor,Aerogram,temp,32.94719395833334,0.0,0.0
55113,2022-09-16,11014D,MLK,KK,Outdoor,Aerogram,pm2.5,16.125,0.0,1.0
55115,2022-09-16,11014D,MLK,KK,Outdoor,Aerogram,rh,52.6215059375,0.0,1.0
55116,2022-09-16,11014D,MLK,KK,Outdoor,Aerogram,temp,33.222685104166665,0.0,1.0
55123,2022-09-16,11017D,MLK,KK,Outdoor,Aerogram,pm2.5,8.8125,0.0,1.0
55125,2022-09-16,11017D,MLK,KK,Outdoor,Aerogram,rh,38.390870125,0.0,1.0
55126,2022-09-16,11017D,MLK,KK,Outdoor,Aerogram,temp,38.291621031249996,0.0,1.0
55133,2022-09-16,11022D,MLK,KK,Outdoor,Aerogram,pm2.5,15.791666666666666,0.0,0.0
55135,2022-09-16,11022D,MLK,KK,Outdoor,Aerogram,rh,51.64645047916667,0.0,0.0
55136,2022-09-16,11022D,MLK,KK,Outdoor,Aerogram,temp,33.869421520833335,0.0,0.0
55143,2022-09-16,11029D,MLK,KK,Outdoor,Aerogram,pm2.5,13.666666666666666,1.0,0.0
55145,2022-09-16,11029D,MLK,KK,Outdoor,Aerogram,rh,50.93246929166667,0.0,0.0
55146,2022-09-16,11029D,MLK,KK,Outdoor,Aerogram,temp,33.79466222916667,0.0,0.0
55153,2022-09-16,11037D,MLK,KK,Outdoor,Aerogram,pm2.5,18.270833333333332,0.0,0.0
55155,2022-09-16,11037D,MLK,KK,Outdoor,Aerogram,rh,50.899680645833335,0.0,0.0
55156,2022-09-16,11037D,MLK,KK,Outdoor,Aerogram,temp,33.69700108333333,0.0,0.0
55161,2022-09-16,11047D,MLK,KK,Outdoor,Aerogram,pm2.5,13.645833333333334,3.0,0.0
55163,2022-09-16,11047D,MLK,KK,Outdoor,Aerogram,rh,50.32189916666667,0.0,0.0
55164,2022-09-16,11047D,MLK,KK,Outdoor,Aerogram,temp,34.39596647916667,0.0,0.0
55170,2022-09-16,11053D,MLK,KK,Outdoor,Aerogram,pm2.5,13.645833333333334,1.0,0.0
55172,2022-09-16,11053D,MLK,KK,Outdoor,Aerogram,rh,52.42777093749999,0.0,0.0
55173,2022-09-16,11053D,MLK,KK,Outdoor,Aerogram,temp,33.81882177083333,0.0,0.0
55180,2022-09-16,11062D,MLK,KK,Outdoor,Aerogram,pm2.5,13.8125,1.0,0.0
55182,2022-09-16,11062D,MLK,KK,Outdoor,Aerogram,rh,57.4433030625,0.0,0.0
55183,2022-09-16,11062D,MLK,KK,Outdoor,Aerogram,temp,31.970893062499997,0.0,0.0
55190,2022-09-16,12007D,MLV,KK,Outdoor,Aerogram,pm2.5,14.666666666666666,0.0,0.0
55192,2022-09-16,12007D,MLV,KK,Outdoor,Aerogram,rh,63.167753041666664,0.0,0.0
55193,2022-09-16,12007D,MLV,KK,Outdoor,Aerogram,temp,28.03774291666667,0.0,0.0
55200,2022-09-16,12011D,MLV,KK,Outdoor,Aerogram,pm2.5,22.479166666666668,0.0,1.0
55202,2022-09-16,12011D,MLV,KK,Outdoor,Aerogram,rh,57.18678454166667,0.0,1.0
55203,2022-09-16,12011D,MLV,KK,Outdoor,Aerogram,temp,29.27023558333333,0.0,1.0
55210,2022-09-16,12022D,MLV,KK,Outdoor,Aerogram,pm2.5,20.041666666666668,0.0,0.0
55212,2022-09-16,12022D,MLV,KK,Outdoor,Aerogram,rh,61.63029104166666,0.0,0.0
55213,2022-09-16,12022D,MLV,KK,Outdoor,Aerogram,temp,28.320059125,0.0,0.0
55220,2022-09-16,12024D,MLV,KK,Outdoor,Aerogram,pm2.5,17.125,0.0,0.0
55222,2022-09-16,12024D,MLV,KK,Outdoor,Aerogram,rh,63.14124041666667,0.0,0.0
55223,2022-09-16,12024D,MLV,KK,Outdoor,Aerogram,temp,27.779111708333332,0.0,0.0
55230,2022-09-16,12026D,MLV,KK,Outdoor,Aerogram,pm2.5,25.91304347826087,0.0,2.0
55232,2022-09-16,12026D,MLV,KK,Outdoor,Aerogram,rh,59.45180860869565,0.0,2.0
55233,2022-09-16,12026D,MLV,KK,Outdoor,Aerogram,temp,28.503369869565216,0.0,2.0
55240,2022-09-16,12028D,MLV,KK,Outdoor,Aerogram,pm2.5,18.75,0.0,0.0
55242,2022-09-16,12028D,MLV,KK,Outdoor,Aerogram,rh,53.80277066666667,0.0,0.0
55243,2022-09-16,12028D,MLV,KK,Outdoor,Aerogram,temp,30.56878197916667,0.0,0.0
55250,2022-09-16,12031D,MLV,KK,Outdoor,Aerogram,pm2.5,13.583333333333334,0.0,0.0
55252,2022-09-16,12031D,MLV,KK,Outdoor,Aerogram,rh,58.870138958333335,0.0,0.0
55253,2022-09-16,12031D,MLV,KK,Outdoor,Aerogram,temp,28.869217083333336,0.0,0.0
55260,2022-09-16,12036D,MLV,KK,Outdoor,Aerogram,pm2.5,23.791666666666668,0.0,0.0
55262,2022-09-16,12036D,MLV,KK,Outdoor,Aerogram,rh,58.11153074999999,0.0,0.0
55263,2022-09-16,12036D,MLV,KK,Outdoor,Aerogram,temp,28.285509770833333,0.0,0.0
55270,2022-09-16,12040D,MLV,KK,Outdoor,Aerogram,pm2.5,14.458333333333334,0.0,0.0
55272,2022-09-16,12040D,MLV,KK,Outdoor,Aerogram,temp,28.26645214583333,0.0,0.0
55279,2022-09-16,12042D,MLV,KK,Outdoor,Aerogram,pm2.5,16.125,0.0,0.0
55281,2022-09-16,12042D,MLV,KK,Outdoor,Aerogram,rh,62.25478883333333,0.0,0.0
55282,2022-09-16,12042D,MLV,KK,Outdoor,Aerogram,temp,27.648623,0.0,0.0
55289,2022-09-16,14001D,KDR,KK,Outdoor,Aerogram,pm2.5,40.0625,0.0,0.0
55291,2022-09-16,14001D,KDR,KK,Outdoor,Aerogram,rh,51.604154062499994,0.0,0.0
55292,2022-09-16,14001D,KDR,KK,Outdoor,Aerogram,temp,31.051942354166666,0.0,0.0
55299,2022-09-16,14007D,KDR,KK,Outdoor,Aerogram,pm2.5,19.346153846153847,0.0,2.0
55301,2022-09-16,14007D,KDR,KK,Outdoor,Aerogram,rh,44.57595330769231,0.0,2.0
55302,2022-09-16,14007D,KDR,KK,Outdoor,Aerogram,temp,34.259324923076925,0.0,2.0
55309,2022-09-16,14017D,KDR,KK,Outdoor,Aerogram,pm2.5,26.395833333333332,0.0,0.0
55311,2022-09-16,14017D,KDR,KK,Outdoor,Aerogram,rh,54.491442666666664,0.0,0.0
55312,2022-09-16,14017D,KDR,KK,Outdoor,Aerogram,temp,30.214519041666666,0.0,0.0
55319,2022-09-16,14018D,KDR,KK,Outdoor,Aerogram,pm2.5,39.166666666666664,0.0,0.0
55321,2022-09-16,14018D,KDR,KK,Outdoor,Aerogram,temp,29.239344354166665,0.0,0.0
55328,2022-09-16,14023D,KDR,KK,Outdoor,Aerogram,pm2.5,33.375,0.0,0.0
55330,2022-09-16,14023D,KDR,KK,Outdoor,Aerogram,rh,55.3765716875,0.0,0.0
55331,2022-09-16,14023D,KDR,KK,Outdoor,Aerogram,temp,30.209156416666662,0.0,0.0
55338,2022-09-16,14025D,KDR,KK,Outdoor,Aerogram,pm2.5,34.166666666666664,0.0,0.0
55340,2022-09-16,14025D,KDR,KK,Outdoor,Aerogram,rh,55.07630333333333,0.0,0.0
55341,2022-09-16,14025D,KDR,KK,Outdoor,Aerogram,temp,30.598947020833332,0.0,0.0
55348,2022-09-16,14037D,KDR,KK,Outdoor,Aerogram,pm2.5,25.708333333333332,0.0,0.0
55350,2022-09-16,14037D,KDR,KK,Outdoor,Aerogram,rh,56.28303914583333,0.0,0.0
55351,2022-09-16,14037D,KDR,KK,Outdoor,Aerogram,temp,29.752669104166667,0.0,0.0
55358,2022-09-16,14043D,KDR,KK,Outdoor,Aerogram,pm2.5,22.6875,0.0,0.0
55360,2022-09-16,14043D,KDR,KK,Outdoor,Aerogram,rh,54.34447752083333,0.0,0.0
55361,2022-09-16,14043D,KDR,KK,Outdoor,Aerogram,temp,30.700695791666664,0.0,0.0
55368,2022-09-16,14050D,KDR,KK,Outdoor,Aerogram,pm2.5,25.729166666666668,0.0,0.0
55370,2022-09-16,14050D,KDR,KK,Outdoor,Aerogram,rh,55.802764708333335,0.0,0.0
55371,2022-09-16,14050D,KDR,KK,Outdoor,Aerogram,temp,30.059340604166664,0.0,0.0
55378,2022-09-16,15007D,TRN,KK,Outdoor,Aerogram,pm2.5,15.3,0.0,1.0
55380,2022-09-16,15007D,TRN,KK,Outdoor,Aerogram,rh,71.1008969,0.0,1.0
55381,2022-09-16,15007D,TRN,KK,Outdoor,Aerogram,temp,25.3075855,0.0,1.0
55388,2022-09-16,15012D,TRN,KK,Outdoor,Aerogram,pm2.5,20.75,0.0,0.0
55390,2022-09-16,15012D,TRN,KK,Outdoor,Aerogram,rh,53.30960174999999,0.0,0.0
55391,2022-09-16,15012D,TRN,KK,Outdoor,Aerogram,temp,30.3938855,0.0,0.0
55398,2022-09-16,15016D,TRN,KK,Outdoor,Aerogram,pm2.5,27.96153846153846,0.0,2.0
55400,2022-09-16,15016D,TRN,KK,Outdoor,Aerogram,rh,76.48934380769231,0.0,2.0
55401,2022-09-16,15016D,TRN,KK,Outdoor,Aerogram,temp,24.3296885,0.0,2.0
55408,2022-09-16,15021D,TRN,KK,Outdoor,Aerogram,pm2.5,22.666666666666668,0.0,0.0
55410,2022-09-16,15021D,TRN,KK,Outdoor,Aerogram,rh,53.22192333333333,0.0,0.0
55411,2022-09-16,15021D,TRN,KK,Outdoor,Aerogram,temp,30.018702104166664,0.0,0.0
55418,2022-09-16,15022D,TRN,KK,Outdoor,Aerogram,pm2.5,18.020833333333332,0.0,0.0
55420,2022-09-16,15022D,TRN,KK,Outdoor,Aerogram,temp,18.750841729166666,0.0,0.0
55427,2022-09-16,15024D,TRN,KK,Outdoor,Aerogram,pm2.5,16.666666666666668,0.0,1.0
55429,2022-09-16,15024D,TRN,KK,Outdoor,Aerogram,rh,64.94642120833333,0.0,1.0
55430,2022-09-16,15024D,TRN,KK,Outdoor,Aerogram,temp,26.674026916666666,0.0,1.0
55437,2022-09-16,15030D,TRN,KK,Outdoor,Aerogram,pm2.5,19.1875,0.0,0.0
55439,2022-09-16,15030D,TRN,KK,Outdoor,Aerogram,rh,51.97787508333334,0.0,0.0
55440,2022-09-16,15030D,TRN,KK,Outdoor,Aerogram,temp,30.862605666666667,0.0,0.0
55447,2022-09-16,15041D,TRN,KK,Outdoor,Aerogram,pm2.5,22.166666666666668,0.0,0.0
55449,2022-09-16,15041D,TRN,KK,Outdoor,Aerogram,rh,62.33658620833333,0.0,0.0
55450,2022-09-16,15041D,TRN,KK,Outdoor,Aerogram,temp,28.608686708333334,0.0,0.0
55457,2022-09-16,15045D,TRN,KK,Outdoor,Aerogram,pm2.5,14.31578947368421,0.0,2.0
55459,2022-09-16,15045D,TRN,KK,Outdoor,Aerogram,rh,59.18150631578947,0.0,2.0
55460,2022-09-16,15045D,TRN,KK,Outdoor,Aerogram,temp,28.988082631578944,0.0,2.0
55467,2022-09-16,15049D,TRN,KK,Outdoor,Aerogram,pm2.5,23.333333333333332,0.0,0.0
55469,2022-09-16,15049D,TRN,KK,Outdoor,Aerogram,rh,60.340227875000004,0.0,0.0
55470,2022-09-16,15049D,TRN,KK,Outdoor,Aerogram,temp,28.070225750000002,0.0,0.0
55481,2022-09-17,01001D,MVL,NP,Outdoor,Atmos,pm2.5,16.1875,0.0,0.0
55493,2022-09-17,01005D,MVL,NP,Outdoor,Atmos,pm2.5,14.916666666666666,0.0,0.0
55511,2022-09-17,01016D,MVL,NP,Outdoor,Atmos,pm2.5,10.4375,0.0,0.0
55513,2022-09-17,01016D,MVL,NP,Outdoor,Atmos,rh,48.618750000000006,0.0,0.0
55514,2022-09-17,01016D,MVL,NP,Outdoor,Atmos,temp,37.35208333333333,0.0,0.0
55525,2022-09-17,01027D,MVL,NP,Outdoor,Atmos,pm2.5,14.302083333333334,0.0,0.0
55532,2022-09-17,01042D,MVL,NP,Outdoor,Atmos,pm2.5,19.0,0.0,2.0
55535,2022-09-17,01042D,MVL,NP,Outdoor,Atmos,rh,2.0,2.0,2.0
55536,2022-09-17,01042D,MVL,NP,Outdoor,Atmos,temp,2.0,2.0,2.0
55547,2022-09-17,01049D,MVL,NP,Outdoor,Atmos,pm2.5,7.354166666666667,0.0,0.0
55559,2022-09-17,03001D,PLN,NP,Outdoor,Atmos,pm2.5,13.416666666666666,0.0,0.0
55561,2022-09-17,03001D,PLN,NP,Outdoor,Atmos,rh,66.125,0.0,0.0
55562,2022-09-17,03001D,PLN,NP,Outdoor,Atmos,temp,33.92916666666667,0.0,0.0
55567,2022-09-17,03006D,PLN,NP,Outdoor,Atmos,pm2.5,16.666666666666668,0.0,1.0
55569,2022-09-17,03006D,PLN,NP,Outdoor,Atmos,rh,69.48333333333333,0.0,1.0
55570,2022-09-17,03006D,PLN,NP,Outdoor,Atmos,temp,33.06875,0.0,1.0
55575,2022-09-17,03040D,PLN,NP,Outdoor,Atmos,pm2.5,23.666666666666668,0.0,0.0
55577,2022-09-17,03040D,PLN,NP,Outdoor,Atmos,rh,74.47708333333334,2.0,1.0
55578,2022-09-17,03040D,PLN,NP,Outdoor,Atmos,temp,32.11875,0.0,0.0
55583,2022-09-17,03046D,PLN,NP,Outdoor,Atmos,pm2.5,19.1875,0.0,0.0
55585,2022-09-17,03046D,PLN,NP,Outdoor,Atmos,rh,64.97916666666667,0.0,0.0
55586,2022-09-17,03046D,PLN,NP,Outdoor,Atmos,temp,33.608333333333334,0.0,0.0
55591,2022-09-17,03048D,PLN,NP,Outdoor,Atmos,pm2.5,19.333333333333332,0.0,0.0
55593,2022-09-17,03048D,PLN,NP,Outdoor,Atmos,rh,69.04375,0.0,0.0
55594,2022-09-17,03048D,PLN,NP,Outdoor,Atmos,temp,32.989583333333336,0.0,0.0
55599,2022-09-17,03059D,PLN,NP,Outdoor,Atmos,pm2.5,18.020833333333332,0.0,0.0
55601,2022-09-17,03059D,PLN,NP,Outdoor,Atmos,rh,69.70416666666667,0.0,0.0
55602,2022-09-17,03059D,PLN,NP,Outdoor,Atmos,temp,33.07083333333333,0.0,0.0
55607,2022-09-17,03075D,PLN,NP,Outdoor,Atmos,pm2.5,17.854166666666668,0.0,3.0
55609,2022-09-17,03075D,PLN,NP,Outdoor,Atmos,rh,64.89375,0.0,3.0
55610,2022-09-17,03075D,PLN,NP,Outdoor,Atmos,temp,34.4625,0.0,3.0
55615,2022-09-17,03078D,PLN,NP,Outdoor,Atmos,pm2.5,17.833333333333332,0.0,0.0
55617,2022-09-17,03078D,PLN,NP,Outdoor,Atmos,temp,31.5,0.0,0.0
55622,2022-09-17,04012D,NNG,NP,Outdoor,Atmos,pm2.5,16.0625,0.0,0.0
55624,2022-09-17,04012D,NNG,NP,Outdoor,Atmos,rh,73.78750000000001,0.0,0.0
55625,2022-09-17,04012D,NNG,NP,Outdoor,Atmos,temp,32.57083333333333,0.0,0.0
55630,2022-09-17,04015D,NNG,NP,Outdoor,Atmos,pm2.5,21.1875,0.0,0.0
55632,2022-09-17,04015D,NNG,NP,Outdoor,Atmos,rh,66.16041666666668,0.0,0.0
55633,2022-09-17,04015D,NNG,NP,Outdoor,Atmos,temp,33.95,0.0,0.0
55638,2022-09-17,04016D,NNG,NP,Outdoor,Atmos,pm2.5,24.708333333333332,0.0,0.0
55640,2022-09-17,04016D,NNG,NP,Outdoor,Atmos,rh,68.29791666666667,0.0,0.0
55641,2022-09-17,04016D,NNG,NP,Outdoor,Atmos,temp,33.62708333333334,0.0,0.0
55646,2022-09-17,04026D,NNG,NP,Outdoor,Atmos,pm2.5,20.666666666666668,0.0,0.0
55648,2022-09-17,04026D,NNG,NP,Outdoor,Atmos,rh,68.79458333333334,0.0,0.0
55649,2022-09-17,04026D,NNG,NP,Outdoor,Atmos,temp,33.49791666666667,0.0,0.0
55654,2022-09-17,04040D,NNG,NP,Outdoor,Atmos,pm2.5,18.4375,0.0,0.0
55656,2022-09-17,04040D,NNG,NP,Outdoor,Atmos,rh,68.25833333333334,0.0,0.0
55657,2022-09-17,04040D,NNG,NP,Outdoor,Atmos,temp,33.104166666666664,0.0,0.0
55662,2022-09-17,04043D,NNG,NP,Outdoor,Atmos,pm2.5,19.0625,0.0,0.0
55664,2022-09-17,04043D,NNG,NP,Outdoor,Atmos,rh,73.32916666666667,0.0,0.0
55665,2022-09-17,04043D,NNG,NP,Outdoor,Atmos,temp,32.15416666666667,0.0,0.0
55670,2022-09-17,04050D,NNG,NP,Outdoor,Atmos,pm2.5,15.875,0.0,0.0
55672,2022-09-17,04050D,NNG,NP,Outdoor,Atmos,rh,70.925,0.0,0.0
55673,2022-09-17,04050D,NNG,NP,Outdoor,Atmos,temp,32.6875,0.0,0.0
55678,2022-09-17,04051D,NNG,NP,Outdoor,Atmos,pm2.5,24.5625,0.0,0.0
55680,2022-09-17,04051D,NNG,NP,Outdoor,Atmos,rh,67.925,0.0,0.0
55681,2022-09-17,04051D,NNG,NP,Outdoor,Atmos,temp,33.46458333333334,0.0,0.0
55686,2022-09-17,04070D,NNG,NP,Outdoor,Atmos,pm2.5,15.833333333333334,0.0,0.0
55688,2022-09-17,04070D,NNG,NP,Outdoor,Atmos,rh,71.69166666666668,0.0,0.0
55689,2022-09-17,04070D,NNG,NP,Outdoor,Atmos,temp,33.025,0.0,0.0
55694,2022-09-17,05005D,KLK,NP,Outdoor,Atmos,pm2.5,14.802083333333334,0.0,0.0
55700,2022-09-17,05011D,KLK,NP,Outdoor,Atmos,pm2.5,17.770833333333332,0.0,0.0
55702,2022-09-17,05011D,KLK,NP,Outdoor,Atmos,temp,31.61666666666667,0.0,0.0
55707,2022-09-17,05019D,KLK,NP,Outdoor,Atmos,pm2.5,18.104166666666668,0.0,0.0
55709,2022-09-17,05019D,KLK,NP,Outdoor,Atmos,rh,71.45208333333333,0.0,0.0
55710,2022-09-17,05019D,KLK,NP,Outdoor,Atmos,temp,32.420833333333334,0.0,0.0
55715,2022-09-17,05022D,KLK,NP,Outdoor,Atmos,pm2.5,10.270833333333334,0.0,0.0
55717,2022-09-17,05022D,KLK,NP,Outdoor,Atmos,rh,69.28541666666668,0.0,0.0
55718,2022-09-17,05022D,KLK,NP,Outdoor,Atmos,temp,33.487500000000004,0.0,0.0
55723,2022-09-17,05024D,KLK,NP,Outdoor,Atmos,pm2.5,21.3125,0.0,0.0
55725,2022-09-17,05024D,KLK,NP,Outdoor,Atmos,rh,72.54375,0.0,0.0
55726,2022-09-17,05024D,KLK,NP,Outdoor,Atmos,temp,32.42916666666667,0.0,0.0
55729,2022-09-17,05041D,KLK,NP,Outdoor,Atmos,rh,66.40416666666667,0.0,0.0
55730,2022-09-17,05041D,KLK,NP,Outdoor,Atmos,temp,33.581250000000004,0.0,0.0
55735,2022-09-17,05043D,KLK,NP,Outdoor,Atmos,pm2.5,18.041666666666668,0.0,0.0
55737,2022-09-17,05043D,KLK,NP,Outdoor,Atmos,rh,68.95416666666667,0.0,0.0
55738,2022-09-17,05043D,KLK,NP,Outdoor,Atmos,temp,33.177083333333336,0.0,0.0
55743,2022-09-17,05053D,KLK,NP,Outdoor,Atmos,pm2.5,7.958333333333333,0.0,0.0
55745,2022-09-17,05053D,KLK,NP,Outdoor,Atmos,rh,69.79375,0.0,0.0
55746,2022-09-17,05053D,KLK,NP,Outdoor,Atmos,temp,33.22083333333334,0.0,0.0
55751,2022-09-17,05057D,KLK,NP,Outdoor,Atmos,pm2.5,14.25,0.0,0.0
55753,2022-09-17,05057D,KLK,NP,Outdoor,Atmos,rh,71.67083333333333,0.0,0.0
55754,2022-09-17,05057D,KLK,NP,Outdoor,Atmos,temp,32.40833333333334,0.0,0.0
55761,2022-09-17,11010D,MLK,KK,Outdoor,Aerogram,pm2.5,22.083333333333332,1.0,1.0
55763,2022-09-17,11010D,MLK,KK,Outdoor,Aerogram,rh,54.9474864375,0.0,1.0
55764,2022-09-17,11010D,MLK,KK,Outdoor,Aerogram,temp,33.74366233333333,0.0,1.0
55771,2022-09-17,11011D,MLK,KK,Outdoor,Aerogram,pm2.5,16.75,0.0,0.0
55773,2022-09-17,11011D,MLK,KK,Outdoor,Aerogram,rh,55.55157385416666,0.0,0.0
55774,2022-09-17,11011D,MLK,KK,Outdoor,Aerogram,temp,33.552826562499995,0.0,0.0
55781,2022-09-17,11014D,MLK,KK,Outdoor,Aerogram,pm2.5,20.0,1.0,0.0
55783,2022-09-17,11014D,MLK,KK,Outdoor,Aerogram,rh,55.45008408333333,0.0,0.0
55784,2022-09-17,11014D,MLK,KK,Outdoor,Aerogram,temp,33.4249544375,0.0,0.0
55791,2022-09-17,11017D,MLK,KK,Outdoor,Aerogram,pm2.5,20.6875,0.0,0.0
55793,2022-09-17,11017D,MLK,KK,Outdoor,Aerogram,rh,53.664538875,0.0,0.0
55794,2022-09-17,11017D,MLK,KK,Outdoor,Aerogram,temp,34.0232229375,0.0,0.0
55801,2022-09-17,11022D,MLK,KK,Outdoor,Aerogram,pm2.5,23.958333333333332,0.0,0.0
55803,2022-09-17,11022D,MLK,KK,Outdoor,Aerogram,rh,55.297331479166665,0.0,0.0
55804,2022-09-17,11022D,MLK,KK,Outdoor,Aerogram,temp,33.51173285416667,0.0,0.0
55811,2022-09-17,11029D,MLK,KK,Outdoor,Aerogram,pm2.5,20.020833333333332,0.0,0.0
55813,2022-09-17,11029D,MLK,KK,Outdoor,Aerogram,rh,54.352842062499995,0.0,0.0
55814,2022-09-17,11029D,MLK,KK,Outdoor,Aerogram,temp,33.55153202083333,0.0,0.0
55821,2022-09-17,11037D,MLK,KK,Outdoor,Aerogram,pm2.5,25.229166666666668,0.0,0.0
55823,2022-09-17,11037D,MLK,KK,Outdoor,Aerogram,rh,53.910050375,0.0,0.0
55824,2022-09-17,11037D,MLK,KK,Outdoor,Aerogram,temp,33.81794697916666,0.0,0.0
55831,2022-09-17,11047D,MLK,KK,Outdoor,Aerogram,pm2.5,18.041666666666668,1.0,0.0
55833,2022-09-17,11047D,MLK,KK,Outdoor,Aerogram,rh,54.68267699999999,0.0,0.0
55834,2022-09-17,11047D,MLK,KK,Outdoor,Aerogram,temp,33.77749535416667,0.0,0.0
55841,2022-09-17,11053D,MLK,KK,Outdoor,Aerogram,pm2.5,20.041666666666668,0.0,0.0
55843,2022-09-17,11053D,MLK,KK,Outdoor,Aerogram,rh,55.43309670833333,0.0,0.0
