,date,HH,hab,district,location,device_type,variable,mean_of_medians,qa_flag,da_flag
55844,2022-09-17,11053D,MLK,KK,Outdoor,Aerogram,temp,33.79574216666666,0.0,0.0
55851,2022-09-17,11062D,MLK,KK,Outdoor,Aerogram,pm2.5,20.25,0.0,0.0
55853,2022-09-17,11062D,MLK,KK,Outdoor,Aerogram,rh,62.28731302083333,0.0,0.0
55854,2022-09-17,11062D,MLK,KK,Outdoor,Aerogram,temp,31.624869187499996,0.0,0.0
55861,2022-09-17,12007D,MLV,KK,Outdoor,Aerogram,pm2.5,23.0,0.0,0.0
55863,2022-09-17,12007D,MLV,KK,Outdoor,Aerogram,rh,65.540753,0.0,0.0
55864,2022-09-17,12007D,MLV,KK,Outdoor,Aerogram,temp,27.895887229166664,0.0,0.0
55871,2022-09-17,12011D,MLV,KK,Outdoor,Aerogram,pm2.5,28.261904761904763,0.0,2.0
55873,2022-09-17,12011D,MLV,KK,Outdoor,Aerogram,rh,59.46533676190476,0.0,2.0
55874,2022-09-17,12011D,MLV,KK,Outdoor,Aerogram,temp,29.113216976190476,0.0,2.0
55881,2022-09-17,12022D,MLV,KK,Outdoor,Aerogram,pm2.5,26.0,0.0,0.0
55883,2022-09-17,12022D,MLV,KK,Outdoor,Aerogram,rh,62.74241429166667,0.0,0.0
55884,2022-09-17,12022D,MLV,KK,Outdoor,Aerogram,temp,28.514395291666663,0.0,0.0
55891,2022-09-17,12024D,MLV,KK,Outdoor,Aerogram,pm2.5,26.704545454545453,0.0,2.0
55893,2022-09-17,12024D,MLV,KK,Outdoor,Aerogram,rh,66.2200126590909,0.0,2.0
55894,2022-09-17,12024D,MLV,KK,Outdoor,Aerogram,temp,27.348815749999996,0.0,2.0
55901,2022-09-17,12026D,MLV,KK,Outdoor,Aerogram,pm2.5,30.6875,0.0,0.0
55903,2022-09-17,12026D,MLV,KK,Outdoor,Aerogram,rh,58.5300745625,0.0,0.0
55904,2022-09-17,12026D,MLV,KK,Outdoor,Aerogram,temp,29.312744499999997,0.0,0.0
55911,2022-09-17,12028D,MLV,KK,Outdoor,Aerogram,pm2.5,24.958333333333332,0.0,0.0
55913,2022-09-17,12028D,MLV,KK,Outdoor,Aerogram,rh,54.22898354166667,0.0,0.0
55914,2022-09-17,12028D,MLV,KK,Outdoor,Aerogram,temp,30.881373916666664,0.0,0.0
55921,2022-09-17,12031D,MLV,KK,Outdoor,Aerogram,pm2.5,20.833333333333332,0.0,0.0
55923,2022-09-17,12031D,MLV,KK,Outdoor,Aerogram,rh,59.404156875000005,0.0,0.0
55924,2022-09-17,12031D,MLV,KK,Outdoor,Aerogram,temp,29.029655833333333,0.0,0.0
55931,2022-09-17,12036D,MLV,KK,Outdoor,Aerogram,pm2.5,30.041666666666668,0.0,0.0
55933,2022-09-17,12036D,MLV,KK,Outdoor,Aerogram,rh,58.1631285625,0.0,0.0
55934,2022-09-17,12036D,MLV,KK,Outdoor,Aerogram,temp,28.6761375625,0.0,0.0
55941,2022-09-17,12040D,MLV,KK,Outdoor,Aerogram,pm2.5,22.704545454545453,0.0,2.0
55943,2022-09-17,12040D,MLV,KK,Outdoor,Aerogram,temp,27.900619659090907,0.0,2.0
55950,2022-09-17,12042D,MLV,KK,Outdoor,Aerogram,pm2.5,24.479166666666668,0.0,0.0
55952,2022-09-17,12042D,MLV,KK,Outdoor,Aerogram,rh,62.46366333333333,0.0,0.0
55953,2022-09-17,12042D,MLV,KK,Outdoor,Aerogram,temp,28.089860249999997,0.0,0.0
55960,2022-09-17,14001D,KDR,KK,Outdoor,Aerogram,pm2.5,43.729166666666664,0.0,0.0
55962,2022-09-17,14001D,KDR,KK,Outdoor,Aerogram,rh,55.1862739375,0.0,0.0
55963,2022-09-17,14001D,KDR,KK,Outdoor,Aerogram,temp,30.76194633333333,0.0,0.0
55970,2022-09-17,14017D,KDR,KK,Outdoor,Aerogram,pm2.5,27.75,0.0,0.0
55972,2022-09-17,14017D,KDR,KK,Outdoor,Aerogram,rh,58.0599329375,0.0,0.0
55973,2022-09-17,14017D,KDR,KK,Outdoor,Aerogram,temp,29.989012916666667,0.0,0.0
55980,2022-09-17,14018D,KDR,KK,Outdoor,Aerogram,pm2.5,39.4375,0.0,2.0
55982,2022-09-17,14018D,KDR,KK,Outdoor,Aerogram,temp,29.165190895833334,0.0,2.0
55989,2022-09-17,14023D,KDR,KK,Outdoor,Aerogram,pm2.5,63.395833333333336,0.0,0.0
55991,2022-09-17,14023D,KDR,KK,Outdoor,Aerogram,rh,58.33041889583333,0.0,0.0
55992,2022-09-17,14023D,KDR,KK,Outdoor,Aerogram,temp,30.172847375,0.0,0.0
55999,2022-09-17,14025D,KDR,KK,Outdoor,Aerogram,pm2.5,38.6875,0.0,0.0
56001,2022-09-17,14025D,KDR,KK,Outdoor,Aerogram,rh,58.992030479166665,0.0,0.0
56002,2022-09-17,14025D,KDR,KK,Outdoor,Aerogram,temp,30.141174604166665,0.0,0.0
56009,2022-09-17,14037D,KDR,KK,Outdoor,Aerogram,pm2.5,35.77272727272727,1.0,2.0
56011,2022-09-17,14037D,KDR,KK,Outdoor,Aerogram,rh,61.66184888636363,0.0,2.0
56012,2022-09-17,14037D,KDR,KK,Outdoor,Aerogram,temp,28.99444809090909,0.0,2.0
56019,2022-09-17,14042D,KDR,KK,Outdoor,Aerogram,pm2.5,38.1,0.0,1.0
56021,2022-09-17,14042D,KDR,KK,Outdoor,Aerogram,rh,66.06651586666666,0.0,1.0
56022,2022-09-17,14042D,KDR,KK,Outdoor,Aerogram,temp,28.4388314,0.0,1.0
56029,2022-09-17,14043D,KDR,KK,Outdoor,Aerogram,pm2.5,26.88888888888889,0.0,2.0
56031,2022-09-17,14043D,KDR,KK,Outdoor,Aerogram,rh,65.56186638888889,0.0,2.0
56032,2022-09-17,14043D,KDR,KK,Outdoor,Aerogram,temp,27.602808777777778,0.0,2.0
56039,2022-09-17,14050D,KDR,KK,Outdoor,Aerogram,pm2.5,33.04347826086956,1.0,2.0
56041,2022-09-17,14050D,KDR,KK,Outdoor,Aerogram,rh,59.912226,0.0,2.0
56042,2022-09-17,14050D,KDR,KK,Outdoor,Aerogram,temp,29.695604608695653,0.0,2.0
56049,2022-09-17,15007D,TRN,KK,Outdoor,Aerogram,pm2.5,25.916666666666668,0.0,0.0
56051,2022-09-17,15007D,TRN,KK,Outdoor,Aerogram,rh,63.62537766666666,0.0,0.0
56052,2022-09-17,15007D,TRN,KK,Outdoor,Aerogram,temp,28.095697729166663,0.0,0.0
56059,2022-09-17,15012D,TRN,KK,Outdoor,Aerogram,pm2.5,37.583333333333336,0.0,0.0
56061,2022-09-17,15012D,TRN,KK,Outdoor,Aerogram,rh,55.28229697916667,0.0,0.0
56062,2022-09-17,15012D,TRN,KK,Outdoor,Aerogram,temp,30.447147666666666,0.0,0.0
56069,2022-09-17,15016D,TRN,KK,Outdoor,Aerogram,pm2.5,34.479166666666664,0.0,0.0
56071,2022-09-17,15016D,TRN,KK,Outdoor,Aerogram,rh,64.27684504166666,0.0,0.0
56072,2022-09-17,15016D,TRN,KK,Outdoor,Aerogram,temp,29.089807729166665,0.0,0.0
56079,2022-09-17,15021D,TRN,KK,Outdoor,Aerogram,pm2.5,31.166666666666668,0.0,0.0
56081,2022-09-17,15021D,TRN,KK,Outdoor,Aerogram,rh,56.420606625,0.0,0.0
56082,2022-09-17,15021D,TRN,KK,Outdoor,Aerogram,temp,29.885643208333335,0.0,0.0
56089,2022-09-17,15022D,TRN,KK,Outdoor,Aerogram,pm2.5,28.479166666666668,0.0,0.0
56091,2022-09-17,15022D,TRN,KK,Outdoor,Aerogram,temp,18.745311666666666,0.0,0.0
56098,2022-09-17,15030D,TRN,KK,Outdoor,Aerogram,pm2.5,33.729166666666664,0.0,1.0
56100,2022-09-17,15030D,TRN,KK,Outdoor,Aerogram,rh,56.35716739583333,0.0,1.0
56101,2022-09-17,15030D,TRN,KK,Outdoor,Aerogram,temp,30.218931645833333,0.0,1.0
56108,2022-09-17,15041D,TRN,KK,Outdoor,Aerogram,pm2.5,16.541666666666668,0.0,0.0
56110,2022-09-17,15041D,TRN,KK,Outdoor,Aerogram,rh,59.13063110416667,0.0,0.0
56111,2022-09-17,15041D,TRN,KK,Outdoor,Aerogram,temp,29.177536229166662,0.0,0.0
56118,2022-09-17,15045D,TRN,KK,Outdoor,Aerogram,pm2.5,27.5,0.0,1.0
56120,2022-09-17,15045D,TRN,KK,Outdoor,Aerogram,rh,60.106920695652164,0.0,1.0
56121,2022-09-17,15045D,TRN,KK,Outdoor,Aerogram,temp,29.253224130434784,0.0,1.0
56128,2022-09-17,15049D,TRN,KK,Outdoor,Aerogram,pm2.5,32.875,0.0,0.0
56130,2022-09-17,15049D,TRN,KK,Outdoor,Aerogram,rh,63.69092289583333,0.0,0.0
56131,2022-09-17,15049D,TRN,KK,Outdoor,Aerogram,temp,27.848992562499998,0.0,0.0
56142,2022-09-18,01001D,MVL,NP,Outdoor,Atmos,pm2.5,15.40625,0.0,0.0
56154,2022-09-18,01005D,MVL,NP,Outdoor,Atmos,pm2.5,14.541666666666666,0.0,0.0
56166,2022-09-18,01010D,MVL,NP,Outdoor,Atmos,pm2.5,5.3125,2.0,1.0
56172,2022-09-18,01016D,MVL,NP,Outdoor,Atmos,pm2.5,11.9375,0.0,0.0
56174,2022-09-18,01016D,MVL,NP,Outdoor,Atmos,temp,31.99166666666667,3.0,3.0
56185,2022-09-18,01027D,MVL,NP,Outdoor,Atmos,pm2.5,12.475,0.0,1.0
56192,2022-09-18,01035D,MVL,NP,Outdoor,Atmos,pm2.5,5.0,0.0,1.0
56195,2022-09-18,01035D,MVL,NP,Outdoor,Atmos,rh,2.0,2.0,2.0
56196,2022-09-18,01035D,MVL,NP,Outdoor,Atmos,temp,2.0,2.0,2.0
56212,2022-09-18,01042D,MVL,NP,Outdoor,Atmos,pm2.5,12.5,0.0,3.0
56215,2022-09-18,01042D,MVL,NP,Outdoor,Atmos,rh,2.0,3.0,3.0
56216,2022-09-18,01042D,MVL,NP,Outdoor,Atmos,temp,2.0,3.0,3.0
56227,2022-09-18,01049D,MVL,NP,Outdoor,Atmos,pm2.5,5.65625,3.0,4.0
56239,2022-09-18,03006D,PLN,NP,Outdoor,Atmos,pm2.5,15.270833333333334,0.0,0.0
56241,2022-09-18,03006D,PLN,NP,Outdoor,Atmos,rh,66.11875,0.0,0.0
56242,2022-09-18,03006D,PLN,NP,Outdoor,Atmos,temp,33.333333333333336,0.0,0.0
56247,2022-09-18,03040D,PLN,NP,Outdoor,Atmos,pm2.5,21.666666666666668,0.0,0.0
56249,2022-09-18,03040D,PLN,NP,Outdoor,Atmos,rh,71.80416666666667,1.0,0.0
56250,2022-09-18,03040D,PLN,NP,Outdoor,Atmos,temp,31.920833333333334,0.0,0.0
56255,2022-09-18,03046D,PLN,NP,Outdoor,Atmos,pm2.5,19.4375,0.0,0.0
56257,2022-09-18,03046D,PLN,NP,Outdoor,Atmos,rh,62.335416666666674,0.0,0.0
56258,2022-09-18,03046D,PLN,NP,Outdoor,Atmos,temp,33.56041666666667,0.0,0.0
56263,2022-09-18,03048D,PLN,NP,Outdoor,Atmos,pm2.5,16.541666666666668,0.0,0.0
56265,2022-09-18,03048D,PLN,NP,Outdoor,Atmos,rh,66.13333333333334,0.0,0.0
56266,2022-09-18,03048D,PLN,NP,Outdoor,Atmos,temp,33.05625,0.0,0.0
56271,2022-09-18,03059D,PLN,NP,Outdoor,Atmos,pm2.5,16.458333333333332,0.0,0.0
56273,2022-09-18,03059D,PLN,NP,Outdoor,Atmos,rh,66.25833333333334,0.0,0.0
56274,2022-09-18,03059D,PLN,NP,Outdoor,Atmos,temp,33.24375,0.0,0.0
56279,2022-09-18,03075D,PLN,NP,Outdoor,Atmos,pm2.5,15.770833333333334,0.0,0.0
56281,2022-09-18,03075D,PLN,NP,Outdoor,Atmos,rh,62.260416666666664,0.0,0.0
56282,2022-09-18,03075D,PLN,NP,Outdoor,Atmos,temp,34.49375,0.0,0.0
56287,2022-09-18,03078D,PLN,NP,Outdoor,Atmos,pm2.5,15.3125,0.0,0.0
56289,2022-09-18,03078D,PLN,NP,Outdoor,Atmos,temp,33.11875,0.0,0.0
56294,2022-09-18,04012D,NNG,NP,Outdoor,Atmos,pm2.5,14.375,0.0,0.0
56296,2022-09-18,04012D,NNG,NP,Outdoor,Atmos,rh,70.31875000000001,0.0,0.0
56297,2022-09-18,04012D,NNG,NP,Outdoor,Atmos,temp,33.12916666666667,0.0,0.0
56302,2022-09-18,04015D,NNG,NP,Outdoor,Atmos,pm2.5,23.583333333333332,1.0,0.0
56304,2022-09-18,04015D,NNG,NP,Outdoor,Atmos,rh,64.23541666666667,0.0,0.0
56305,2022-09-18,04015D,NNG,NP,Outdoor,Atmos,temp,33.99166666666667,0.0,0.0
56310,2022-09-18,04016D,NNG,NP,Outdoor,Atmos,pm2.5,21.395833333333332,0.0,0.0
56312,2022-09-18,04016D,NNG,NP,Outdoor,Atmos,rh,65.41041666666668,0.0,0.0
56313,2022-09-18,04016D,NNG,NP,Outdoor,Atmos,temp,34.05625,0.0,0.0
56318,2022-09-18,04040D,NNG,NP,Outdoor,Atmos,pm2.5,15.854166666666666,0.0,0.0
56320,2022-09-18,04040D,NNG,NP,Outdoor,Atmos,rh,64.89791666666667,0.0,0.0
56321,2022-09-18,04040D,NNG,NP,Outdoor,Atmos,temp,33.69166666666667,0.0,0.0
56326,2022-09-18,04043D,NNG,NP,Outdoor,Atmos,pm2.5,17.666666666666668,0.0,0.0
56328,2022-09-18,04043D,NNG,NP,Outdoor,Atmos,rh,69.55833333333334,0.0,0.0
56329,2022-09-18,04043D,NNG,NP,Outdoor,Atmos,temp,32.6625,0.0,0.0
56334,2022-09-18,04050D,NNG,NP,Outdoor,Atmos,pm2.5,13.541666666666666,0.0,0.0
56336,2022-09-18,04050D,NNG,NP,Outdoor,Atmos,rh,67.46854166666667,0.0,0.0
56337,2022-09-18,04050D,NNG,NP,Outdoor,Atmos,temp,33.3125,0.0,0.0
56342,2022-09-18,04051D,NNG,NP,Outdoor,Atmos,pm2.5,24.041666666666668,0.0,0.0
56344,2022-09-18,04051D,NNG,NP,Outdoor,Atmos,rh,63.18958333333334,0.0,0.0
56345,2022-09-18,04051D,NNG,NP,Outdoor,Atmos,temp,34.27916666666667,0.0,0.0
56350,2022-09-18,05005D,KLK,NP,Outdoor,Atmos,pm2.5,11.135416666666666,0.0,0.0
56356,2022-09-18,05011D,KLK,NP,Outdoor,Atmos,pm2.5,15.854166666666666,0.0,0.0
56358,2022-09-18,05011D,KLK,NP,Outdoor,Atmos,temp,31.439583333333335,0.0,0.0
56363,2022-09-18,05019D,KLK,NP,Outdoor,Atmos,pm2.5,15.833333333333334,0.0,0.0
56365,2022-09-18,05019D,KLK,NP,Outdoor,Atmos,rh,72.84791666666668,0.0,0.0
56366,2022-09-18,05019D,KLK,NP,Outdoor,Atmos,temp,31.825000000000003,0.0,0.0
56371,2022-09-18,05022D,KLK,NP,Outdoor,Atmos,pm2.5,8.791666666666666,1.0,0.0
56373,2022-09-18,05022D,KLK,NP,Outdoor,Atmos,rh,71.50208333333335,0.0,0.0
56374,2022-09-18,05022D,KLK,NP,Outdoor,Atmos,temp,32.61041666666667,0.0,0.0
56379,2022-09-18,05024D,KLK,NP,Outdoor,Atmos,pm2.5,17.354166666666668,0.0,0.0
56381,2022-09-18,05024D,KLK,NP,Outdoor,Atmos,rh,74.925,0.0,0.0
56382,2022-09-18,05024D,KLK,NP,Outdoor,Atmos,temp,31.45625,0.0,0.0
56387,2022-09-18,05043D,KLK,NP,Outdoor,Atmos,pm2.5,16.0625,0.0,0.0
56389,2022-09-18,05043D,KLK,NP,Outdoor,Atmos,rh,71.01458333333333,0.0,0.0
56390,2022-09-18,05043D,KLK,NP,Outdoor,Atmos,temp,32.65625,0.0,0.0
56395,2022-09-18,05053D,KLK,NP,Outdoor,Atmos,pm2.5,6.833333333333333,3.0,4.0
56397,2022-09-18,05053D,KLK,NP,Outdoor,Atmos,rh,72.11375000000001,1.0,4.0
56398,2022-09-18,05053D,KLK,NP,Outdoor,Atmos,temp,32.54541666666667,0.0,4.0
56403,2022-09-18,05057D,KLK,NP,Outdoor,Atmos,pm2.5,13.333333333333334,0.0,1.0
56405,2022-09-18,05057D,KLK,NP,Outdoor,Atmos,rh,73.27916666666667,0.0,1.0
56406,2022-09-18,05057D,KLK,NP,Outdoor,Atmos,temp,31.558333333333337,0.0,1.0
56413,2022-09-18,11010D,MLK,KK,Outdoor,Aerogram,pm2.5,11.291666666666666,0.0,0.0
56415,2022-09-18,11010D,MLK,KK,Outdoor,Aerogram,rh,50.7085741875,0.0,0.0
56416,2022-09-18,11010D,MLK,KK,Outdoor,Aerogram,temp,34.213695666666666,0.0,0.0
56423,2022-09-18,11011D,MLK,KK,Outdoor,Aerogram,pm2.5,8.958333333333334,1.0,0.0
56425,2022-09-18,11011D,MLK,KK,Outdoor,Aerogram,rh,52.95948970833334,0.0,0.0
56426,2022-09-18,11011D,MLK,KK,Outdoor,Aerogram,temp,32.95687629166667,0.0,0.0
56433,2022-09-18,11014D,MLK,KK,Outdoor,Aerogram,pm2.5,11.958333333333334,0.0,1.0
56435,2022-09-18,11014D,MLK,KK,Outdoor,Aerogram,rh,51.58269625,0.0,1.0
56436,2022-09-18,11014D,MLK,KK,Outdoor,Aerogram,temp,33.38973566666667,0.0,1.0
56443,2022-09-18,11017D,MLK,KK,Outdoor,Aerogram,pm2.5,14.263157894736842,1.0,2.0
56445,2022-09-18,11017D,MLK,KK,Outdoor,Aerogram,rh,46.11539013157894,0.0,2.0
56446,2022-09-18,11017D,MLK,KK,Outdoor,Aerogram,temp,35.964724342105264,0.0,2.0
56453,2022-09-18,11022D,MLK,KK,Outdoor,Aerogram,pm2.5,18.625,0.0,0.0
56455,2022-09-18,11022D,MLK,KK,Outdoor,Aerogram,rh,51.01855820833333,0.0,0.0
56456,2022-09-18,11022D,MLK,KK,Outdoor,Aerogram,temp,33.9229729375,0.0,0.0
56463,2022-09-18,11029D,MLK,KK,Outdoor,Aerogram,pm2.5,15.541666666666666,1.0,1.0
56465,2022-09-18,11029D,MLK,KK,Outdoor,Aerogram,rh,51.64512220833333,0.0,1.0
56466,2022-09-18,11029D,MLK,KK,Outdoor,Aerogram,temp,32.87462233333333,0.0,1.0
56473,2022-09-18,11037D,MLK,KK,Outdoor,Aerogram,pm2.5,14.729166666666666,0.0,0.0
56475,2022-09-18,11037D,MLK,KK,Outdoor,Aerogram,rh,50.45147958333333,0.0,0.0
56476,2022-09-18,11037D,MLK,KK,Outdoor,Aerogram,temp,33.572563395833335,0.0,0.0
56483,2022-09-18,11047D,MLK,KK,Outdoor,Aerogram,pm2.5,9.541666666666666,0.0,0.0
56485,2022-09-18,11047D,MLK,KK,Outdoor,Aerogram,rh,49.83176741666667,0.0,0.0
56486,2022-09-18,11047D,MLK,KK,Outdoor,Aerogram,temp,34.34879254166666,0.0,0.0
56493,2022-09-18,11053D,MLK,KK,Outdoor,Aerogram,pm2.5,11.541666666666666,0.0,0.0
56495,2022-09-18,11053D,MLK,KK,Outdoor,Aerogram,rh,51.546456666666664,0.0,0.0
56496,2022-09-18,11053D,MLK,KK,Outdoor,Aerogram,temp,33.827760125,0.0,0.0
56503,2022-09-18,11062D,MLK,KK,Outdoor,Aerogram,pm2.5,19.35,0.0,1.0
56505,2022-09-18,11062D,MLK,KK,Outdoor,Aerogram,rh,57.136053174999994,0.0,1.0
56506,2022-09-18,11062D,MLK,KK,Outdoor,Aerogram,temp,32.329944024999996,0.0,1.0
56513,2022-09-18,12007D,MLV,KK,Outdoor,Aerogram,pm2.5,15.583333333333334,0.0,0.0
56515,2022-09-18,12007D,MLV,KK,Outdoor,Aerogram,rh,65.2977846875,0.0,0.0
56516,2022-09-18,12007D,MLV,KK,Outdoor,Aerogram,temp,27.94071435416667,0.0,0.0
56523,2022-09-18,12011D,MLV,KK,Outdoor,Aerogram,pm2.5,20.391304347826086,0.0,1.0
56525,2022-09-18,12011D,MLV,KK,Outdoor,Aerogram,rh,58.17720215217391,0.0,1.0
56526,2022-09-18,12011D,MLV,KK,Outdoor,Aerogram,temp,29.338237999999997,0.0,1.0
56533,2022-09-18,12022D,MLV,KK,Outdoor,Aerogram,pm2.5,20.5,0.0,0.0
56535,2022-09-18,12022D,MLV,KK,Outdoor,Aerogram,rh,62.97894541666667,0.0,0.0
56536,2022-09-18,12022D,MLV,KK,Outdoor,Aerogram,temp,28.34245858333333,0.0,0.0
56543,2022-09-18,12024D,MLV,KK,Outdoor,Aerogram,pm2.5,15.729166666666666,1.0,0.0
56545,2022-09-18,12024D,MLV,KK,Outdoor,Aerogram,rh,64.73440147916666,0.0,0.0
56546,2022-09-18,12024D,MLV,KK,Outdoor,Aerogram,temp,27.741322458333332,0.0,0.0
56553,2022-09-18,12026D,MLV,KK,Outdoor,Aerogram,pm2.5,31.46153846153846,0.0,2.0
56555,2022-09-18,12026D,MLV,KK,Outdoor,Aerogram,rh,70.35707123076924,0.0,2.0
56556,2022-09-18,12026D,MLV,KK,Outdoor,Aerogram,temp,25.459020692307693,0.0,2.0
56563,2022-09-18,12028D,MLV,KK,Outdoor,Aerogram,pm2.5,25.729166666666668,0.0,0.0
56565,2022-09-18,12028D,MLV,KK,Outdoor,Aerogram,rh,55.474283541666665,0.0,0.0
56566,2022-09-18,12028D,MLV,KK,Outdoor,Aerogram,temp,30.382852312499995,0.0,0.0
56573,2022-09-18,12031D,MLV,KK,Outdoor,Aerogram,pm2.5,14.45,0.0,2.0
56575,2022-09-18,12031D,MLV,KK,Outdoor,Aerogram,rh,60.4641174,0.0,2.0
56576,2022-09-18,12031D,MLV,KK,Outdoor,Aerogram,temp,28.7978003,0.0,2.0
56583,2022-09-18,12036D,MLV,KK,Outdoor,Aerogram,pm2.5,22.395833333333332,0.0,0.0
56585,2022-09-18,12036D,MLV,KK,Outdoor,Aerogram,rh,58.202050375,0.0,0.0
56586,2022-09-18,12036D,MLV,KK,Outdoor,Aerogram,temp,28.633656479166664,0.0,0.0
56593,2022-09-18,12040D,MLV,KK,Outdoor,Aerogram,pm2.5,13.083333333333334,0.0,0.0
56595,2022-09-18,12040D,MLV,KK,Outdoor,Aerogram,temp,28.23499339583333,0.0,0.0
56602,2022-09-18,12042D,MLV,KK,Outdoor,Aerogram,pm2.5,13.875,0.0,0.0
56604,2022-09-18,12042D,MLV,KK,Outdoor,Aerogram,rh,62.54355339583333,0.0,0.0
56605,2022-09-18,12042D,MLV,KK,Outdoor,Aerogram,temp,28.017298604166665,0.0,0.0
56612,2022-09-18,14001D,KDR,KK,Outdoor,Aerogram,pm2.5,43.979166666666664,0.0,0.0
56614,2022-09-18,14001D,KDR,KK,Outdoor,Aerogram,rh,52.937132291666664,0.0,0.0
56615,2022-09-18,14001D,KDR,KK,Outdoor,Aerogram,temp,31.260746395833333,0.0,0.0
56622,2022-09-18,14007D,KDR,KK,Outdoor,Aerogram,pm2.5,22.695652173913043,0.0,2.0
56624,2022-09-18,14007D,KDR,KK,Outdoor,Aerogram,rh,56.664840478260864,0.0,2.0
56625,2022-09-18,14007D,KDR,KK,Outdoor,Aerogram,temp,30.67054908695652,0.0,2.0
56632,2022-09-18,14017D,KDR,KK,Outdoor,Aerogram,pm2.5,15.229166666666666,1.0,0.0
56634,2022-09-18,14017D,KDR,KK,Outdoor,Aerogram,rh,55.94251770833333,0.0,0.0
56635,2022-09-18,14017D,KDR,KK,Outdoor,Aerogram,temp,30.342828395833333,0.0,0.0
56642,2022-09-18,14018D,KDR,KK,Outdoor,Aerogram,pm2.5,20.770833333333332,0.0,0.0
56644,2022-09-18,14018D,KDR,KK,Outdoor,Aerogram,rh,80.0671599375,5.0,5.0
56645,2022-09-18,14018D,KDR,KK,Outdoor,Aerogram,temp,29.392512749999998,0.0,0.0
56652,2022-09-18,14023D,KDR,KK,Outdoor,Aerogram,pm2.5,23.208333333333332,0.0,0.0
56654,2022-09-18,14023D,KDR,KK,Outdoor,Aerogram,rh,55.99159220833334,0.0,0.0
56655,2022-09-18,14023D,KDR,KK,Outdoor,Aerogram,temp,30.667626374999998,0.0,0.0
56662,2022-09-18,14025D,KDR,KK,Outdoor,Aerogram,pm2.5,27.75,0.0,0.0
56664,2022-09-18,14025D,KDR,KK,Outdoor,Aerogram,rh,57.5784666875,0.0,0.0
56665,2022-09-18,14025D,KDR,KK,Outdoor,Aerogram,temp,30.29198739583333,0.0,0.0
56672,2022-09-18,14037D,KDR,KK,Outdoor,Aerogram,pm2.5,18.833333333333332,0.0,0.0
56674,2022-09-18,14037D,KDR,KK,Outdoor,Aerogram,rh,57.03602466666666,0.0,0.0
56675,2022-09-18,14037D,KDR,KK,Outdoor,Aerogram,temp,30.082215,0.0,0.0
56682,2022-09-18,14042D,KDR,KK,Outdoor,Aerogram,pm2.5,13.25,0.0,3.0
56684,2022-09-18,14042D,KDR,KK,Outdoor,Aerogram,rh,58.550876625,0.0,3.0
56685,2022-09-18,14042D,KDR,KK,Outdoor,Aerogram,temp,29.942313166666665,0.0,3.0
56692,2022-09-18,14043D,KDR,KK,Outdoor,Aerogram,pm2.5,16.291666666666668,0.0,0.0
56694,2022-09-18,14043D,KDR,KK,Outdoor,Aerogram,rh,54.8488519375,0.0,0.0
56695,2022-09-18,14043D,KDR,KK,Outdoor,Aerogram,temp,30.888301166666665,0.0,0.0
56702,2022-09-18,14050D,KDR,KK,Outdoor,Aerogram,pm2.5,19.125,0.0,0.0
56704,2022-09-18,14050D,KDR,KK,Outdoor,Aerogram,rh,56.352875812499995,0.0,0.0
56705,2022-09-18,14050D,KDR,KK,Outdoor,Aerogram,temp,30.427512479166666,0.0,0.0
56712,2022-09-18,15007D,TRN,KK,Outdoor,Aerogram,pm2.5,15.125,0.0,1.0
56714,2022-09-18,15007D,TRN,KK,Outdoor,Aerogram,rh,63.609195,0.0,1.0
56715,2022-09-18,15007D,TRN,KK,Outdoor,Aerogram,temp,28.528960249999997,0.0,1.0
56722,2022-09-18,15012D,TRN,KK,Outdoor,Aerogram,pm2.5,21.354166666666668,0.0,0.0
56724,2022-09-18,15012D,TRN,KK,Outdoor,Aerogram,rh,55.739022,0.0,0.0
56725,2022-09-18,15012D,TRN,KK,Outdoor,Aerogram,temp,29.939325270833333,0.0,0.0
56732,2022-09-18,15016D,TRN,KK,Outdoor,Aerogram,pm2.5,21.416666666666668,1.0,0.0
56734,2022-09-18,15016D,TRN,KK,Outdoor,Aerogram,rh,63.658935125,0.0,0.0
56735,2022-09-18,15016D,TRN,KK,Outdoor,Aerogram,temp,28.841734916666667,0.0,0.0
56742,2022-09-18,15021D,TRN,KK,Outdoor,Aerogram,pm2.5,16.375,0.0,0.0
56744,2022-09-18,15021D,TRN,KK,Outdoor,Aerogram,rh,56.18687102083333,0.0,0.0
56745,2022-09-18,15021D,TRN,KK,Outdoor,Aerogram,temp,29.648704916666663,0.0,0.0
56752,2022-09-18,15022D,TRN,KK,Outdoor,Aerogram,pm2.5,17.583333333333332,0.0,0.0
56754,2022-09-18,15022D,TRN,KK,Outdoor,Aerogram,temp,18.67900608333333,0.0,0.0
56761,2022-09-18,15024D,TRN,KK,Outdoor,Aerogram,pm2.5,15.705882352941176,0.0,1.0
56763,2022-09-18,15024D,TRN,KK,Outdoor,Aerogram,rh,60.074511588235296,0.0,1.0
56764,2022-09-18,15024D,TRN,KK,Outdoor,Aerogram,temp,29.061386970588234,0.0,1.0
56771,2022-09-18,15030D,TRN,KK,Outdoor,Aerogram,pm2.5,19.729166666666668,0.0,0.0
56773,2022-09-18,15030D,TRN,KK,Outdoor,Aerogram,rh,55.27287947916667,0.0,0.0
